"Path","File","mfst","bld","inst","s10"
"lib/auto/POSIX","feof.al",,"X",,"skip"
"lib/auto/POSIX","ferror.al",,"X",,"skip"
"lib/auto/POSIX","fflush.al",,"X",,"skip"
"lib/auto/POSIX","fgetc.al",,"X",,"skip"
"lib/auto/POSIX","fgetpos.al",,"X",,"skip"
"lib/auto/POSIX","fgets.al",,"X",,"skip"
"lib/auto/POSIX","fileno.al",,"X",,"skip"
"lib/auto/POSIX","fopen.al",,"X",,"skip"
"lib/auto/POSIX","fork.al",,"X",,"skip"
"lib/auto/POSIX","fprintf.al",,"X",,"skip"
"lib/auto/POSIX","fputc.al",,"X",,"skip"
"lib/auto/POSIX","fputs.al",,"X",,"skip"
"lib/auto/POSIX","fread.al",,"X",,"skip"
"lib/auto/POSIX","free.al",,"X",,"skip"
"lib/auto/POSIX","freopen.al",,"X",,"skip"
"lib/auto/POSIX","fscanf.al",,"X",,"skip"
"lib/auto/POSIX","fseek.al",,"X",,"skip"
"lib/auto/POSIX","fsetpos.al",,"X",,"skip"
"lib/auto/POSIX","fstat.al",,"X",,"skip"
"lib/auto/POSIX","fsync.al",,"X",,"skip"
"lib/auto/POSIX","ftell.al",,"X",,"skip"
"lib/auto/POSIX","fwrite.al",,"X",,"skip"
"lib/auto/POSIX","getc.al",,"X",,"skip"
"lib/auto/POSIX","getchar.al",,"X",,"skip"
"lib/auto/POSIX","getegid.al",,"X",,"skip"
"lib/auto/POSIX","getenv.al",,"X",,"skip"
"lib/auto/POSIX","geteuid.al",,"X",,"skip"
"lib/auto/POSIX","getgid.al",,"X",,"skip"
"lib/auto/POSIX","getgrgid.al",,"X",,"skip"
"lib/auto/POSIX","getgrnam.al",,"X",,"skip"
"lib/auto/POSIX","getgroups.al",,"X",,"skip"
"lib/auto/POSIX","getlogin.al",,"X",,"skip"
"lib/auto/POSIX","getpgrp.al",,"X",,"skip"
"lib/auto/POSIX","getpid.al",,"X",,"skip"
"lib/auto/POSIX","getppid.al",,"X",,"skip"
"lib/auto/POSIX","getpwnam.al",,"X",,"skip"
"lib/auto/POSIX","getpwuid.al",,"X",,"skip"
"lib/auto/POSIX","gets.al",,"X",,"skip"
"lib/auto/POSIX","getuid.al",,"X",,"skip"
"lib/auto/POSIX","gmtime.al",,"X",,"skip"
"lib/auto/POSIX","isatty.al",,"X",,"skip"
"lib/auto/POSIX","kill.al",,"X",,"skip"
"lib/auto/POSIX","labs.al",,"X",,"skip"
"lib/auto/POSIX","ldiv.al",,"X",,"skip"
"lib/auto/POSIX","link.al",,"X",,"skip"
"lib/auto/POSIX","load_imports.al",,"X",,"skip"
"lib/auto/POSIX","localtime.al",,"X",,"skip"
"lib/auto/POSIX","log.al",,"X",,"skip"
"lib/auto/POSIX","longjmp.al",,"X",,"skip"
"lib/auto/POSIX","malloc.al",,"X",,"skip"
"lib/auto/POSIX","memchr.al",,"X",,"skip"
"lib/auto/POSIX","memcmp.al",,"X",,"skip"
"lib/auto/POSIX","memcpy.al",,"X",,"skip"
"lib/auto/POSIX","memmove.al",,"X",,"skip"
"lib/auto/POSIX","memset.al",,"X",,"skip"
"lib/auto/POSIX","mkdir.al",,"X",,"skip"
"lib/auto/POSIX","offsetof.al",,"X",,"skip"
"lib/auto/POSIX","opendir.al",,"X",,"skip"
"lib/auto/POSIX","perror.al",,"X",,"skip"
"lib/auto/POSIX","pow.al",,"X",,"skip"
"lib/auto/POSIX","printf.al",,"X",,"skip"
"lib/auto/POSIX","putc.al",,"X",,"skip"
"lib/auto/POSIX","putchar.al",,"X",,"skip"
"lib/auto/POSIX","puts.al",,"X",,"skip"
"lib/auto/POSIX","qsort.al",,"X",,"skip"
"lib/auto/POSIX","raise.al",,"X",,"skip"
"lib/auto/POSIX","rand.al",,"X",,"skip"
"lib/auto/POSIX","readdir.al",,"X",,"skip"
"lib/auto/POSIX","realloc.al",,"X",,"skip"
"lib/auto/POSIX","redef.al",,"X",,"skip"
"lib/auto/POSIX","remove.al",,"X",,"skip"
"lib/auto/POSIX","rename.al",,"X",,"skip"
"lib/auto/POSIX","rewind.al",,"X",,"skip"
"lib/auto/POSIX","rewinddir.al",,"X",,"skip"
"lib/auto/POSIX","rmdir.al",,"X",,"skip"
"lib/auto/POSIX","scanf.al",,"X",,"skip"
"lib/auto/POSIX","setbuf.al",,"X",,"skip"
"lib/auto/POSIX","setjmp.al",,"X",,"skip"
"lib/auto/POSIX","setvbuf.al",,"X",,"skip"
"lib/auto/POSIX","siglongjmp.al",,"X",,"skip"
"lib/auto/POSIX","sigsetjmp.al",,"X",,"skip"
"lib/auto/POSIX","sin.al",,"X",,"skip"
"lib/auto/POSIX","sleep.al",,"X",,"skip"
"lib/auto/POSIX","sprintf.al",,"X",,"skip"
"lib/auto/POSIX","sqrt.al",,"X",,"skip"
"lib/auto/POSIX","srand.al",,"X",,"skip"
"lib/auto/POSIX","sscanf.al",,"X",,"skip"
"lib/auto/POSIX","stat.al",,"X",,"skip"
"lib/auto/POSIX","strcat.al",,"X",,"skip"
"lib/auto/POSIX","strchr.al",,"X",,"skip"
"lib/auto/POSIX","strcmp.al",,"X",,"skip"
"lib/auto/POSIX","strcpy.al",,"X",,"skip"
"lib/auto/POSIX","strcspn.al",,"X",,"skip"
"lib/auto/POSIX","strerror.al",,"X",,"skip"
"lib/auto/POSIX","strlen.al",,"X",,"skip"
"lib/auto/POSIX","strncat.al",,"X",,"skip"
"lib/auto/POSIX","strncmp.al",,"X",,"skip"
"lib/auto/POSIX","strncpy.al",,"X",,"skip"
"lib/auto/POSIX","strpbrk.al",,"X",,"skip"
"lib/auto/POSIX","strrchr.al",,"X",,"skip"
"lib/auto/POSIX","strspn.al",,"X",,"skip"
"lib/auto/POSIX","strstr.al",,"X",,"skip"
"lib/auto/POSIX","strtok.al",,"X",,"skip"
"lib/auto/POSIX","system.al",,"X",,"skip"
"lib/auto/POSIX","time.al",,"X",,"skip"
"lib/auto/POSIX","tmpfile.al",,"X",,"skip"
"lib/auto/POSIX","tolower.al",,"X",,"skip"
"lib/auto/POSIX","toupper.al",,"X",,"skip"
"lib/auto/POSIX","umask.al",,"X",,"skip"
"lib/auto/POSIX","ungetc.al",,"X",,"skip"
"lib/auto/POSIX","unimpl.al",,"X",,"skip"
"lib/auto/POSIX","unlink.al",,"X",,"skip"
"lib/auto/POSIX","usage.al",,"X",,"skip"
"lib/auto/POSIX","utime.al",,"X",,"skip"
"lib/auto/POSIX","vfprintf.al",,"X",,"skip"
"lib/auto/POSIX","vprintf.al",,"X",,"skip"
"lib/auto/POSIX","vsprintf.al",,"X",,"skip"
"lib/auto/POSIX","wait.al",,"X",,"skip"
"lib/auto/POSIX","waitpid.al",,"X",,"skip"
"lib/auto/POSIX/SigAction","flags.al",,"X",,"skip"
"lib/auto/POSIX/SigAction","handler.al",,"X",,"skip"
"lib/auto/POSIX/SigAction","mask.al",,"X",,"skip"
"lib/auto/POSIX/SigAction","safe.al",,"X",,"skip"
"lib/auto/PerlIO/encoding",".exists",,"X",,"skip"
"lib/auto/PerlIO/encoding","encoding.bs",,"X",,"skip"
"lib/auto/PerlIO/scalar",".exists",,"X",,"skip"
"lib/auto/PerlIO/scalar","scalar.bs",,"X",,"skip"
"lib/auto/PerlIO/via",".exists",,"X",,"skip"
"lib/auto/PerlIO/via","via.bs",,"X",,"skip"
"lib/auto/SDBM_File",".exists",,"X",,"skip"
"lib/auto/SDBM_File","SDBM_File.bs",,"X",,"skip"
"lib/auto/Socket",".exists",,"X",,"skip"
"lib/auto/Socket","Socket.bs",,"X",,"skip"
"lib/auto/Storable",".exists",,"X",,"skip"
"lib/auto/Storable","CAN_FLOCK.al",,"X",,"skip"
"lib/auto/Storable","Storable.bs",,"X",,"skip"
"lib/auto/Storable","_freeze.al",,"X",,"skip"
"lib/auto/Storable","_retrieve.al",,"X",,"skip"
"lib/auto/Storable","_store.al",,"X",,"skip"
"lib/auto/Storable","_store_fd.al",,"X",,"skip"
"lib/auto/Storable","autosplit.ix",,"X",,"skip"
"lib/auto/Storable","fd_retrieve.al",,"X",,"skip"
"lib/auto/Storable","freeze.al",,"X",,"skip"
"lib/auto/Storable","lock_nstore.al",,"X",,"skip"
"lib/auto/Storable","lock_retrieve.al",,"X",,"skip"
"lib/auto/Storable","lock_store.al",,"X",,"skip"
"lib/auto/Storable","logcarp.al",,"X",,"skip"
"lib/auto/Storable","logcroak.al",,"X",,"skip"
"lib/auto/Storable","nfreeze.al",,"X",,"skip"
"lib/auto/Storable","nstore.al",,"X",,"skip"
"lib/auto/Storable","nstore_fd.al",,"X",,"skip"
"lib/auto/Storable","read_magic.al",,"X",,"skip"
"lib/auto/Storable","retrieve.al",,"X",,"skip"
"lib/auto/Storable","show_file_magic.al",,"X",,"skip"
"lib/auto/Storable","store.al",,"X",,"skip"
"lib/auto/Storable","store_fd.al",,"X",,"skip"
"lib/auto/Storable","thaw.al",,"X",,"skip"
"lib/auto/Sys/Hostname",".exists",,"X",,"skip"
"lib/auto/Sys/Hostname","Hostname.bs",,"X",,"skip"
"lib/auto/Sys/Hostname","autosplit.ix",,"X",,"skip"
"lib/auto/Sys/Syslog",".exists",,"X",,"skip"
"lib/auto/Sys/Syslog","Syslog.bs",,"X",,"skip"
"lib/auto/Time/HiRes",".exists",,"X",,"skip"
"lib/auto/Time/HiRes","HiRes.bs",,"X",,"skip"
"lib/auto/Unicode/Normalize",".exists",,"X",,"skip"
"lib/auto/Unicode/Normalize","Normalize.bs",,"X",,"skip"
"lib/auto/XS/APItest",".exists",,"X",,"skip"
"lib/auto/XS/APItest","APItest.bs",,"X",,"skip"
"lib/auto/XS/Typemap",".exists",,"X",,"skip"
"lib/auto/XS/Typemap","Typemap.bs",,"X",,"skip"
"lib/auto/attrs",".exists",,"X",,"skip"
"lib/auto/attrs","attrs.bs",,"X",,"skip"
"lib/auto/re",".exists",,"X",,"skip"
"lib/auto/re","re.bs",,"X",,"skip"
"lib/auto/sdbm",".exists",,"X",,"skip"
"lib/auto/sdbm","extralibs.ld",,"X",,"skip"
"lib/base/t","base.t","X","X",,"distrib"
"lib/base/t","fields-base.t","X","X",,"distrib"
"lib/base/t","fields.t","X","X",,"distrib"
"lib/bignum/t","bigint.t","X","X",,"distrib"
"lib/bignum/t","bignum.t","X","X",,"distrib"
"lib/bignum/t","bigrat.t","X","X",,"distrib"
"lib/bignum/t","biinfnan.t","X","X",,"distrib"
"lib/bignum/t","bn_lite.t","X","X",,"distrib"
"lib/bignum/t","bninfnan.t","X","X",,"distrib"
"lib/bignum/t","br_lite.t","X","X",,"distrib"
"lib/bignum/t","brinfnan.t","X","X",,"distrib"
"lib/bignum/t","infnan.inc","X","X",,"distrib"
"lib/bignum/t","option_a.t","X","X",,"distrib"
"lib/bignum/t","option_l.t","X","X",,"distrib"
"lib/bignum/t","option_p.t","X","X",,"distrib"
"lib/unicore","ArabLink.pl","X",,"X","distrib"
"lib/unicore","ArabLnkGrp.pl","X",,"X","distrib"
"lib/unicore","ArabicShaping.txt","X",,"X","distrib"
"lib/unicore","BidiMirroring.txt","X",,"X","distrib"
"lib/unicore","Bidirectional.pl","X",,"X","distrib"
"lib/unicore","Blocks.pl","X",,"X","distrib"
"lib/unicore","Blocks.txt","X","X","X","distrib"
"lib/unicore","Canonical.pl","X","X","X","distrib"
"lib/unicore","CaseFolding.txt","X","X","X","distrib"
"lib/unicore","Category.pl","X",,"X","distrib"
"lib/unicore","CombiningClass.pl","X","X","X","distrib"
"lib/unicore","CompositionExclusions.txt","X","X","X","distrib"
"lib/unicore","Decomposition.pl","X","X","X","distrib"
"lib/unicore","EastAsianWidth.txt","X",,"X","distrib"
"lib/unicore","Exact.pl","X","X","X","distrib"
"lib/unicore","HangulSyllableType.txt","X",,"X","distrib"
"lib/unicore","Index.txt","X",,"X","distrib"
"lib/unicore","Jamo.txt","X",,"X","distrib"
"lib/unicore","JamoShort.pl","X",,"X","distrib"
"lib/unicore","Lbrk.pl","X",,"X","distrib"
"lib/unicore","LineBreak.txt","X",,"X","distrib"
"lib/unicore","Makefile","X",,,"skip"
"lib/unicore","Name.pl","X","X","X","distrib"
"lib/unicore","NamesList.txt","X",,"X","distrib"
"lib/unicore","NormalizationCorrections.txt","X",,"X","distrib"
"lib/unicore","Number.pl","X",,"X","distrib"
"lib/unicore","PropList.txt","X",,"X","distrib"
"lib/unicore","PropValueAliases.txt","X",,"X","distrib"
"lib/unicore","Properties","X",,"X","distrib"
"lib/unicore","PropertyAliases.txt","X",,"X","distrib"
"lib/unicore","README.perl","X",,"X","skip"
"lib/unicore","ReadMe.txt","X",,"X","skip"
"lib/unicore","Scripts.pl","X",,"X","distrib"
"lib/unicore","Scripts.txt","X","X","X","distrib"
"lib/unicore","SpecialCasing.txt","X","X","X","distrib"
"lib/unicore","StandardizedVariants.txt","X",,"X","distrib"
"lib/unicore","UnicodeData.txt","X","X","X","distrib"
"lib/unicore","mktables","X",,"X","distrib"
"lib/unicore","version","X","X","X","distrib"
"lib/unicore/To","Digit.pl","X",,"X","distrib"
"lib/unicore/To","Fold.pl","X","X","X","distrib"
"lib/unicore/To","Lower.pl","X","X","X","distrib"
"lib/unicore/To","Title.pl","X","X","X","distrib"
"lib/unicore/To","Upper.pl","X","X","X","distrib"
"lib/unicore/lib","ASCII.pl","X","X","X","distrib"
"lib/unicore/lib","Alnum.pl","X","X","X","distrib"
"lib/unicore/lib","Alpha.pl","X","X","X","distrib"
"lib/unicore/lib","Alphabet.pl","X",,"X","distrib"
"lib/unicore/lib","Any.pl","X",,"X","distrib"
"lib/unicore/lib","Arabic.pl","X",,"X","distrib"
"lib/unicore/lib","Armenian.pl","X",,"X","distrib"
"lib/unicore/lib","AsciiHex.pl","X",,"X","distrib"
"lib/unicore/lib","Assigned.pl","X",,"X","distrib"
"lib/unicore/lib","Bengali.pl","X",,"X","distrib"
"lib/unicore/lib","BidiAL.pl","X",,"X","distrib"
"lib/unicore/lib","BidiAN.pl","X",,"X","distrib"
"lib/unicore/lib","BidiB.pl","X",,"X","distrib"
"lib/unicore/lib","BidiBN.pl","X",,"X","distrib"
"lib/unicore/lib","BidiCS.pl","X",,"X","distrib"
"lib/unicore/lib","BidiCont.pl","X",,"X","distrib"
"lib/unicore/lib","BidiEN.pl","X",,"X","distrib"
"lib/unicore/lib","BidiES.pl","X",,"X","distrib"
"lib/unicore/lib","BidiET.pl","X",,"X","distrib"
"lib/unicore/lib","BidiL.pl","X",,"X","distrib"
"lib/unicore/lib","BidiLRE.pl","X",,"X","distrib"
"lib/unicore/lib","BidiLRO.pl","X",,"X","distrib"
"lib/unicore/lib","BidiNSM.pl","X",,"X","distrib"
"lib/unicore/lib","BidiON.pl","X",,"X","distrib"
"lib/unicore/lib","BidiPDF.pl","X",,"X","distrib"
"lib/unicore/lib","BidiR.pl","X",,"X","distrib"
"lib/unicore/lib","BidiRLE.pl","X",,"X","distrib"
"lib/unicore/lib","BidiRLO.pl","X",,"X","distrib"
"lib/unicore/lib","BidiS.pl","X",,"X","distrib"
"lib/unicore/lib","BidiWS.pl","X",,"X","distrib"
"lib/unicore/lib","Blank.pl","X","X","X","distrib"
"lib/unicore/lib","Bopomofo.pl","X",,"X","distrib"
"lib/unicore/lib","Braille.pl","X",,"X","distrib"
"lib/unicore/lib","Buhid.pl","X",,"X","distrib"
"lib/unicore/lib","C.pl","X",,"X","distrib"
"lib/unicore/lib","Canadian.pl","X",,"X","distrib"
"lib/unicore/lib","Canon.pl","X",,"X","distrib"
"lib/unicore/lib","Cc.pl","X",,"X","distrib"
"lib/unicore/lib","Cf.pl","X",,"X","distrib"
"lib/unicore/lib","Cherokee.pl","X",,"X","distrib"
"lib/unicore/lib","Cn.pl","X","X","X","distrib"
"lib/unicore/lib","Cntrl.pl","X","X","X","distrib"
"lib/unicore/lib","Co.pl","X",,"X","distrib"
"lib/unicore/lib","Common.pl","X","X","X","distrib"
"lib/unicore/lib","Compat.pl","X",,"X","distrib"
"lib/unicore/lib","Cs.pl","X",,"X","distrib"
"lib/unicore/lib","Cypriot.pl","X",,"X","distrib"
"lib/unicore/lib","Cyrillic.pl","X",,"X","distrib"
"lib/unicore/lib","DCcircle.pl","X",,"X","distrib"
"lib/unicore/lib","DCcompat.pl","X",,"X","distrib"
"lib/unicore/lib","DCfinal.pl","X",,"X","distrib"
"lib/unicore/lib","DCfont.pl","X",,"X","distrib"
"lib/unicore/lib","DCfracti.pl","X",,"X","distrib"
"lib/unicore/lib","DCinitia.pl","X",,"X","distrib"
"lib/unicore/lib","DCisolat.pl","X",,"X","distrib"
"lib/unicore/lib","DCmedial.pl","X",,"X","distrib"
"lib/unicore/lib","DCnarrow.pl","X",,"X","distrib"
"lib/unicore/lib","DCnoBrea.pl","X",,"X","distrib"
"lib/unicore/lib","DCsmall.pl","X",,"X","distrib"
"lib/unicore/lib","DCsquare.pl","X",,"X","distrib"
"lib/unicore/lib","DCsub.pl","X",,"X","distrib"
"lib/unicore/lib","DCsuper.pl","X",,"X","distrib"
"lib/unicore/lib","DCvertic.pl","X",,"X","distrib"
"lib/unicore/lib","DCwide.pl","X",,"X","distrib"
"lib/unicore/lib","Dash.pl","X",,"X","distrib"
"lib/unicore/lib","Deprecat.pl","X",,"X","distrib"
"lib/unicore/lib","Deseret.pl","X",,"X","distrib"
"lib/unicore/lib","Devanaga.pl","X",,"X","distrib"
"lib/unicore/lib","Diacriti.pl","X",,"X","distrib"
"lib/unicore/lib","Digit.pl","X","X","X","distrib"
"lib/unicore/lib","Ethiopic.pl","X",,"X","distrib"
"lib/unicore/lib","Extender.pl","X",,"X","distrib"
"lib/unicore/lib","Georgian.pl","X",,"X","distrib"
"lib/unicore/lib","Gothic.pl","X",,"X","distrib"
"lib/unicore/lib","Graph.pl","X","X","X","distrib"
"lib/unicore/lib","Grapheme.pl","X",,"X","distrib"
"lib/unicore/lib","Greek.pl","X","X","X","distrib"
"lib/unicore/lib","Gujarati.pl","X",,"X","distrib"
"lib/unicore/lib","Gurmukhi.pl","X",,"X","distrib"
"lib/unicore/lib","Han.pl","X",,"X","distrib"
"lib/unicore/lib","Hangul.pl","X",,"X","distrib"
"lib/unicore/lib","Hanunoo.pl","X",,"X","distrib"
"lib/unicore/lib","Hebrew.pl","X","X","X","distrib"
"lib/unicore/lib","HexDigit.pl","X",,"X","distrib"
"lib/unicore/lib","Hiragana.pl","X",,"X","distrib"
"lib/unicore/lib","Hyphen.pl","X",,"X","distrib"
"lib/unicore/lib","IdContin.pl","X","X","X","distrib"
"lib/unicore/lib","IdStart.pl","X",,"X","distrib"
"lib/unicore/lib","Ideograp.pl","X",,"X","distrib"
"lib/unicore/lib","IdsBinar.pl","X",,"X","distrib"
"lib/unicore/lib","IdsTrina.pl","X",,"X","distrib"
"lib/unicore/lib","InAegean.pl","X",,"X","distrib"
"lib/unicore/lib","InAlphab.pl","X",,"X","distrib"
"lib/unicore/lib","InArabi2.pl","X",,"X","distrib"
"lib/unicore/lib","InArabi3.pl","X",,"X","distrib"
"lib/unicore/lib","InArabic.pl","X",,"X","distrib"
"lib/unicore/lib","InArmeni.pl","X",,"X","distrib"
"lib/unicore/lib","InArrows.pl","X",,"X","distrib"
"lib/unicore/lib","InBasicL.pl","X","X","X","distrib"
"lib/unicore/lib","InBengal.pl","X",,"X","distrib"
"lib/unicore/lib","InBlockE.pl","X",,"X","distrib"
"lib/unicore/lib","InBopom2.pl","X",,"X","distrib"
"lib/unicore/lib","InBopomo.pl","X",,"X","distrib"
"lib/unicore/lib","InBoxDra.pl","X",,"X","distrib"
"lib/unicore/lib","InBraill.pl","X",,"X","distrib"
"lib/unicore/lib","InBuhid.pl","X",,"X","distrib"
"lib/unicore/lib","InByzant.pl","X",,"X","distrib"
"lib/unicore/lib","InCherok.pl","X",,"X","distrib"
"lib/unicore/lib","InCjkCo2.pl","X",,"X","distrib"
"lib/unicore/lib","InCjkCo3.pl","X",,"X","distrib"
"lib/unicore/lib","InCjkCo4.pl","X",,"X","distrib"
"lib/unicore/lib","InCjkCom.pl","X",,"X","distrib"
"lib/unicore/lib","InCjkRad.pl","X",,"X","distrib"
"lib/unicore/lib","InCjkSym.pl","X",,"X","distrib"
"lib/unicore/lib","InCjkUn2.pl","X",,"X","distrib"
"lib/unicore/lib","InCjkUn3.pl","X",,"X","distrib"
"lib/unicore/lib","InCjkUni.pl","X",,"X","distrib"
"lib/unicore/lib","InCombi2.pl","X",,"X","distrib"
"lib/unicore/lib","InCombi3.pl","X",,"X","distrib"
"lib/unicore/lib","InCombin.pl","X",,"X","distrib"
"lib/unicore/lib","InContro.pl","X",,"X","distrib"
"lib/unicore/lib","InCurren.pl","X",,"X","distrib"
"lib/unicore/lib","InCyprio.pl","X",,"X","distrib"
"lib/unicore/lib","InCyril2.pl","X",,"X","distrib"
"lib/unicore/lib","InCyrill.pl","X",,"X","distrib"
"lib/unicore/lib","InDesere.pl","X",,"X","distrib"
"lib/unicore/lib","InDevana.pl","X",,"X","distrib"
"lib/unicore/lib","InDingba.pl","X",,"X","distrib"
"lib/unicore/lib","InEnclo2.pl","X",,"X","distrib"
"lib/unicore/lib","InEnclos.pl","X",,"X","distrib"
"lib/unicore/lib","InEthiop.pl","X",,"X","distrib"
"lib/unicore/lib","InGenera.pl","X",,"X","distrib"
"lib/unicore/lib","InGeomet.pl","X",,"X","distrib"
"lib/unicore/lib","InGeorgi.pl","X",,"X","distrib"
"lib/unicore/lib","InGothic.pl","X",,"X","distrib"
"lib/unicore/lib","InGreek.pl","X",,"X","distrib"
"lib/unicore/lib","InGreekA.pl","X",,"X","distrib"
"lib/unicore/lib","InGreekE.pl","X",,"X","distrib"
"lib/unicore/lib","InGujara.pl","X",,"X","distrib"
"lib/unicore/lib","InGurmuk.pl","X",,"X","distrib"
"lib/unicore/lib","InHalfwi.pl","X",,"X","distrib"
"lib/unicore/lib","InHangu2.pl","X","X","X","distrib"
"lib/unicore/lib","InHangu3.pl","X",,"X","distrib"
"lib/unicore/lib","InHangul.pl","X",,"X","distrib"
"lib/unicore/lib","InHanuno.pl","X",,"X","distrib"
"lib/unicore/lib","InHebrew.pl","X",,"X","distrib"
"lib/unicore/lib","InHighPr.pl","X",,"X","distrib"
"lib/unicore/lib","InHighSu.pl","X",,"X","distrib"
"lib/unicore/lib","InHiraga.pl","X","X","X","distrib"
"lib/unicore/lib","InIdeogr.pl","X",,"X","distrib"
"lib/unicore/lib","InIpaExt.pl","X",,"X","distrib"
"lib/unicore/lib","InKanbun.pl","X",,"X","distrib"
"lib/unicore/lib","InKangxi.pl","X",,"X","distrib"
"lib/unicore/lib","InKannad.pl","X",,"X","distrib"
"lib/unicore/lib","InKatak2.pl","X",,"X","distrib"
"lib/unicore/lib","InKataka.pl","X","X","X","distrib"
"lib/unicore/lib","InKhmer.pl","X",,"X","distrib"
"lib/unicore/lib","InKhmerS.pl","X",,"X","distrib"
"lib/unicore/lib","InLao.pl","X",,"X","distrib"
"lib/unicore/lib","InLatin1.pl","X","X","X","distrib"
"lib/unicore/lib","InLatin2.pl","X","X","X","distrib"
"lib/unicore/lib","InLatin3.pl","X",,"X","distrib"
"lib/unicore/lib","InLatinE.pl","X","X","X","distrib"
"lib/unicore/lib","InLetter.pl","X",,"X","distrib"
"lib/unicore/lib","InLimbu.pl","X",,"X","distrib"
"lib/unicore/lib","InLinea2.pl","X",,"X","distrib"
"lib/unicore/lib","InLinear.pl","X",,"X","distrib"
"lib/unicore/lib","InLowSur.pl","X",,"X","distrib"
"lib/unicore/lib","InMalaya.pl","X",,"X","distrib"
"lib/unicore/lib","InMathe2.pl","X",,"X","distrib"
"lib/unicore/lib","InMathem.pl","X",,"X","distrib"
"lib/unicore/lib","InMisce2.pl","X",,"X","distrib"
"lib/unicore/lib","InMisce3.pl","X",,"X","distrib"
"lib/unicore/lib","InMisce4.pl","X",,"X","distrib"
"lib/unicore/lib","InMisce5.pl","X",,"X","distrib"
"lib/unicore/lib","InMiscel.pl","X",,"X","distrib"
"lib/unicore/lib","InMongol.pl","X",,"X","distrib"
"lib/unicore/lib","InMusica.pl","X",,"X","distrib"
"lib/unicore/lib","InMyanma.pl","X",,"X","distrib"
"lib/unicore/lib","InNumber.pl","X",,"X","distrib"
"lib/unicore/lib","InOgham.pl","X",,"X","distrib"
"lib/unicore/lib","InOldIta.pl","X",,"X","distrib"
"lib/unicore/lib","InOptica.pl","X",,"X","distrib"
"lib/unicore/lib","InOriya.pl","X",,"X","distrib"
"lib/unicore/lib","InOsmany.pl","X",,"X","distrib"
"lib/unicore/lib","InPhonet.pl","X",,"X","distrib"
"lib/unicore/lib","InPrivat.pl","X",,"X","distrib"
"lib/unicore/lib","InRunic.pl","X",,"X","distrib"
"lib/unicore/lib","InShavia.pl","X",,"X","distrib"
"lib/unicore/lib","InSinhal.pl","X",,"X","distrib"
"lib/unicore/lib","InSmallF.pl","X",,"X","distrib"
"lib/unicore/lib","InSpacin.pl","X",,"X","distrib"
"lib/unicore/lib","InSpecia.pl","X",,"X","distrib"
"lib/unicore/lib","InSupers.pl","X",,"X","distrib"
"lib/unicore/lib","InSuppl2.pl","X",,"X","distrib"
"lib/unicore/lib","InSuppl3.pl","X",,"X","distrib"
"lib/unicore/lib","InSuppl4.pl","X",,"X","distrib"
"lib/unicore/lib","InSuppl5.pl","X",,"X","distrib"
"lib/unicore/lib","InSupple.pl","X",,"X","distrib"
"lib/unicore/lib","InSyriac.pl","X",,"X","distrib"
"lib/unicore/lib","InTagalo.pl","X",,"X","distrib"
"lib/unicore/lib","InTagban.pl","X",,"X","distrib"
"lib/unicore/lib","InTags.pl","X",,"X","distrib"
"lib/unicore/lib","InTaiLe.pl","X",,"X","distrib"
"lib/unicore/lib","InTaiXua.pl","X",,"X","distrib"
"lib/unicore/lib","InTamil.pl","X",,"X","distrib"
"lib/unicore/lib","InTelugu.pl","X",,"X","distrib"
"lib/unicore/lib","InThaana.pl","X",,"X","distrib"
"lib/unicore/lib","InThai.pl","X",,"X","distrib"
"lib/unicore/lib","InTibeta.pl","X",,"X","distrib"
"lib/unicore/lib","InUgarit.pl","X",,"X","distrib"
"lib/unicore/lib","InUnifie.pl","X",,"X","distrib"
"lib/unicore/lib","InVaria2.pl","X",,"X","distrib"
"lib/unicore/lib","InVariat.pl","X",,"X","distrib"
"lib/unicore/lib","InYiRadi.pl","X",,"X","distrib"
"lib/unicore/lib","InYiSyll.pl","X",,"X","distrib"
"lib/unicore/lib","InYijing.pl","X",,"X","distrib"
"lib/unicore/lib","Inherite.pl","X","X","X","distrib"
"lib/unicore/lib","JoinCont.pl","X",,"X","distrib"
"lib/unicore/lib","Kannada.pl","X",,"X","distrib"
"lib/unicore/lib","Katakan2.pl","X",,"X","distrib"
"lib/unicore/lib","Katakana.pl","X",,"X","distrib"
"lib/unicore/lib","Khmer.pl","X",,"X","distrib"
"lib/unicore/lib","L.pl","X","X","X","distrib"
"lib/unicore/lib","L_.pl","X","X","X","distrib"
"lib/unicore/lib","Lao.pl","X",,"X","distrib"
"lib/unicore/lib","Latin.pl","X","X","X","distrib"
"lib/unicore/lib","Limbu.pl","X",,"X","distrib"
"lib/unicore/lib","LinearB.pl","X",,"X","distrib"
"lib/unicore/lib","Ll.pl","X","X","X","distrib"
"lib/unicore/lib","Lm.pl","X",,"X","distrib"
"lib/unicore/lib","Lo.pl","X",,"X","distrib"
"lib/unicore/lib","LogicalO.pl","X",,"X","distrib"
"lib/unicore/lib","Lower.pl","X","X","X","distrib"
"lib/unicore/lib","Lowercas.pl","X",,"X","distrib"
"lib/unicore/lib","Lt.pl","X",,"X","distrib"
"lib/unicore/lib","Lu.pl","X","X","X","distrib"
"lib/unicore/lib","M.pl","X","X","X","distrib"
"lib/unicore/lib","Malayala.pl","X",,"X","distrib"
